Date,AAPL_Close,AMZN_Close,GOOGL_Close,META_Close,MSFT_Close,NVDA_Close,PLTR_Close,QQQ_Close,SPY_Close,TSLA_Close,AAPL_High,AMZN_High,GOOGL_High,META_High,MSFT_High,NVDA_High,PLTR_High,QQQ_High,SPY_High,TSLA_High,AAPL_Low,AMZN_Low,GOOGL_Low,META_Low,MSFT_Low,NVDA_Low,PLTR_Low,QQQ_Low,SPY_Low,TSLA_Low,AAPL_Open,AMZN_Open,GOOGL_Open,META_Open,MSFT_Open,NVDA_Open,PLTR_Open,QQQ_Open,SPY_Open,TSLA_Open,AAPL_Volume,AMZN_Volume,GOOGL_Volume,META_Volume,MSFT_Volume,NVDA_Volume,PLTR_Volume,QQQ_Volume,SPY_Volume,TSLA_Volume
2020-01-02,72.62083435058594,94.90049743652344,68.1083755493164,208.79592895507812,153.0423126220703,5.9721598625183105,,209.32591247558594,300.29156494140625,28.68400001525879,72.68128119000231,94.90049743652344,68.1083755493164,208.80587657807078,153.14712365624922,5.9721598625183105,,209.32591247558594,300.3100698709436,28.713333129882812,71.37321069958021,93.2074966430664,67.00415768648521,205.30239969610878,150.86035596005522,5.892750537146487,,207.2148274349821,298.1286038405854,28.11400032043457,71.62708447362316,93.75,67.09970156760528,205.780143782338,151.28912308572728,5.943283787365165,,207.6215469874576,299.062200102734,28.299999237060547,135480400,80580000,27278000,12077100,22622100,237536000,,30969400,59151200,142981500
2020-01-03,71.91481018066406,93.74849700927734,67.7520751953125,207.691162109375,151.13665771484375,5.876571178436279,,207.4084930419922,298.0177307128906,29.534000396728516,72.67643886208242,94.30999755859375,68.36066912200879,209.41304271631276,152.4039130274651,5.9203836073401535,,208.6577167671912,299.1546839052041,30.266666412353516,71.6899497146884,93.2249984741211,67.04545444931702,205.9792291267133,150.60307959140601,5.827531170640705,,206.53695328944684,296.80684241780943,29.128000259399414,71.84711001739942,93.2249984741211,67.07929686090621,206.2380192300166,150.8508226765117,5.852424606945243,,206.55632510823202,296.86230079706974,29.366666793823242,146322800,75288000,23408000,11188400,21116200,205384000,,27518900,77709700,266677500
2020-01-06,72.48783874511719,95.14399719238281,69.55794525146484,211.6027069091797,151.52735900878906,5.901215553283691,,208.744873046875,299.1546325683594,30.1026668548584,72.52652560345562,95.18450164794922,69.58332136437583,211.78185524561292,151.5940635615877,5.906443132361434,,208.7739233876006,299.23782012297437,30.104000091552734,70.7832410162985,93.0,67.22858209701914,205.55122615410616,149.12624226963342,5.75708345882432,,205.52984553683632,296.12275790914583,29.333332061767578,71.0347019061165,93.0,67.25992638011208,205.7303744905394,149.66935806613418,5.783221354213032,,205.7816200819144,296.2429271131675,29.364667892456055,118387200,81236000,46768000,17058900,20813700,262636000,,21655300,55653900,151995000
2020-01-07,72.14693450927734,95.34300231933594,69.423583984375,212.06056213378906,150.14573669433594,5.972659111022949,,208.71580505371094,298.31341552734375,31.270666122436523,72.75381577050801,95.69450378417969,69.84109012983315,213.57343627326793,152.1371317710887,6.018462860706855,,209.30651989245203,299.06213157496023,31.441999435424805,71.9269071243437,94.60199737548828,69.24693070667955,210.75670959529046,149.89800813543405,5.88453666408317,,208.0573110177988,297.86046798847786,30.224000930786133,72.49752175701711,95.2249984741211,69.68981296449783,211.82169766091124,151.8036526962878,5.929593548989243,,208.8223278861517,298.58145485687623,30.760000228881836,108872000,80898000,34330000,14912400,21634100,314856000,,22139300,40496400,268231500
2020-01-08,73.3075180053711,94.59850311279297,69.917724609375,214.21041870117188,152.53732299804688,5.983860969543457,,210.2845916748047,299.9034118652344,32.80933380126953,73.60975223726805,95.55000305175781,70.25660431481994,215.22563820234075,153.21383324803998,6.025184004233772,,211.2432972089391,301.13277693150195,33.232666015625,71.84954036585081,94.3219985961914,69.30017841973043,211.61266142776498,150.498283797712,5.928348928870455,,208.3575168618444,298.25808072964344,31.215333938598633,71.84954036585081,94.9020004272461,69.40915447916457,212.00083135656322,151.43204560824276,5.968427030697477,,208.686763894282,298.5076434459939,31.579999923706055,132079200,70160000,35314000,13475000,27746500,277108000,,26397300,68296000,467164500
2020-01-09,74.86461639404297,95.05249786376953,70.65171813964844,217.27598571777344,154.4429473876953,6.0495805740356445,,212.06640625,301.93682861328125,32.089332580566406,75.05804331745496,95.89099884033203,71.09409928302898,217.35561227049277,154.56681892653168,6.122020297480255,,212.47312573529902,302.01079189751124,33.253334045410156,74.03528757623693,94.79000091552734,70.17499344034695,215.26545702644307,153.4329581787887,5.995811048832402,,210.82687597774586,300.8923158411731,31.524667739868164,74.28674110091968,95.49449920654297,70.75820366435225,216.51954106054566,154.20474183695646,6.070242095491098,,212.01798409729065,301.4839092801018,33.13999938964844,170108400,63346000,33200000,12642800,21385000,255112000,,23547000,48473300,426606000
2020-01-10,75.03386688232422,94.15799713134766,71.10802459716797,217.03709411621094,153.72833251953125,6.081940174102783,,211.52410888671875,301.0680236816406,31.876667022705078,75.59965578823589,95.34700012207031,71.4056054391935,218.848563919665,155.51964293432806,6.187239077952757,,212.9185842034179,302.6856253987053,32.3293342590332,74.5309524288927,94.0,70.642256782346,216.40009691672174,153.57587747595,6.067751168887327,,211.14643971980996,300.59662750603604,31.579999923706055,75.09915419080262,95.26850128173828,71.13340830145955,218.17174585240141,155.1385198642881,6.1568692700088326,,212.89922716250666,302.52850274308224,32.11933135986328,140644800,57074000,26258000,12119400,20725900,316296000,,21898500,53029300,194392500
2020-01-13,76.63691711425781,94.56500244140625,71.65890502929688,220.86904907226562,155.5767822265625,6.272624492645264,,213.96446228027344,303.1385498046875,34.990665435791016,76.66351755996668,94.9000015258789,71.73105459235768,220.9287651891354,155.60536572477798,6.2977667270316795,,213.99351262093865,303.14777406042305,35.04199981689453,75.23213318778205,94.04000091552734,70.92939109321708,218.18171750264293,153.65207762622643,6.142432131580578,,212.05674443595973,301.26213308520016,32.79999923706055,75.3506140079616,94.56549835205078,71.42103622672836,218.56988744950831,154.1284886483653,6.165085449519322,,212.39568477887846,301.6965757842309,32.900001525878906,121532000,55616000,30730000,14463400,21626500,319840000,,22756900,47086800,397764000
2020-01-14,75.60208129882812,93.47200012207031,71.18914794921875,218.03240966796875,154.4810791015625,6.155625343322754,,213.12197875976562,302.6763610839844,35.861331939697266,76.78442520845898,94.35549926757812,71.78828087353631,221.33684317971068,155.8817289998893,6.255198609471692,,214.21625754306947,303.75782743480147,36.49399948120117,75.47877474428456,92.92749786376953,71.04881242286127,217.60443404355067,154.09041848199348,6.142431523520895,,212.7927317055151,302.1124967486909,34.99333190917969,76.5740713542954,94.29399871826172,71.65740633981173,220.5704509179999,155.68162992630803,6.229807106111832,,213.85794537097897,302.6948378031608,36.284000396728516,161954400,68818000,26076000,13288900,23477400,359088000,,24418100,62832800,434943000
2020-01-15,75.27808380126953,93.10099792480469,71.61759948730469,220.11257934570312,155.48153686523438,6.113057613372803,,213.20913696289062,303.36041259765625,34.56666564941406,76.28392021153914,93.94300079345703,71.69622595906601,220.64009190089547,156.2056911224707,6.190724906446036,,214.2065714572953,304.12760558690024,35.85599899291992,74.84528231468065,92.75450134277344,71.24239441964515,219.1073227227764,154.90032921611618,6.087168515681725,,212.51189919137306,302.50077958099183,34.452667236328125,75.40139772921896,93.61250305175781,71.31007165217136,219.5751191679032,154.94795870026942,6.168320861336342,,213.23818730533975,302.58396714304945,35.31733322143555,121923600,57932000,21550000,10036500,21417900,263104000,,25742100,72056600,260532000
