Date,Value
2020-12-16,117228.32393024379
2020-12-17,118576.49033027087
2020-12-18,119463.81952887992
2020-12-21,118758.3908332012
2020-12-22,118875.42526847342
2020-12-23,118754.66110864712
2020-12-24,119452.53575006558
2020-12-28,119978.76961389615
2020-12-29,119649.75779332835
2020-12-30,120391.76806301052
2020-12-31,120725.54186672145
2021-01-04,120752.20278591091
2021-01-05,121045.0033355356
2021-01-06,121249.26130278784
2021-01-07,123458.38694862294
2021-01-08,125641.18815232012
2021-01-11,122785.10541428952
2021-01-12,123803.5830336903
2021-01-13,123913.23245496317
2021-01-14,123309.92703969862
2021-01-15,122662.08086864259
2021-01-19,123275.08135692384
2021-01-20,123652.9566169934
2021-01-21,124186.95766988375
2021-01-22,125407.12854924776
2021-01-25,127967.76201787569
2021-01-26,128721.2375885544
2021-01-27,126931.22942510225
2021-01-28,125193.37221006324
2021-01-29,122468.7612666591
2021-02-01,124282.31863028018
2021-02-02,124969.8670985013
2021-02-03,125476.97044234509
2021-02-04,125549.83373503918
2021-02-05,126131.84638839001
2021-02-08,126653.34916930432
2021-02-09,126658.95324568982
2021-02-10,126415.8430657887
2021-02-11,126196.15426879162
2021-02-12,126071.1118643404
2021-02-16,126228.78770281086
2021-02-17,126281.04419161091
2021-02-18,125761.96088243733
2021-02-19,125465.82624689947
2021-02-22,124603.62455622564
2021-02-23,124207.92916261355
2021-02-24,124364.65466462771
2021-02-25,123927.8988166968
2021-02-26,124067.74218860542
2021-03-01,124067.74218860542
2021-03-02,124065.99827165392
2021-03-03,124023.00338741357
2021-03-04,124023.00338741357
2021-03-05,124023.00338741357
2021-03-08,123639.58110531255
2021-03-09,123867.91063938374
2021-03-10,123495.33180044436
2021-03-11,124389.91798208498
2021-03-12,124015.25657814683
2021-03-15,124446.22891653697
2021-03-16,124277.19128836314
2021-03-17,124121.04500396564
2021-03-18,121200.23087127521
2021-03-19,122122.61121346889
2021-03-22,122464.31043221889
2021-03-23,122087.52874872662
2021-03-24,120754.4265224693
2021-03-25,120045.91832244309
2021-03-26,120395.90841267735
2021-03-29,121042.40950321796
2021-03-30,120436.66826626322
2021-03-31,121237.22326766768
2021-04-01,121316.449886386
2021-04-05,124702.62418371877
2021-04-06,124354.40345389089
2021-04-07,124861.38930899343
2021-04-08,125942.47451407155
2021-04-09,126280.45402151784
2021-04-12,126662.26640326223
2021-04-13,129151.9198952361
2021-04-14,126675.28825384816
2021-04-15,128252.92974096975
2021-04-16,128161.23891455373
2021-04-19,126771.70730215749
2021-04-20,126679.54011542043
2021-04-21,127679.31581122121
2021-04-22,125712.24027258596
2021-04-23,127154.16253163779
2021-04-26,127645.5272014376
2021-04-27,126408.17006185019
2021-04-28,125683.95846440757
2021-04-29,125906.23030711731
2021-04-30,125104.36501552185
2021-05-03,124846.0899014595
2021-05-04,124221.82766391068
2021-05-05,123901.50219393997
2021-05-06,124522.20989657669
2021-05-07,124514.95663119583
2021-05-10,122924.81533480911
2021-05-11,122240.89425786595
2021-05-12,122006.48570179792
2021-05-13,122006.48570179792
2021-05-14,122006.48570179792
2021-05-17,122196.75924247988
2021-05-18,121648.85274833925
2021-05-19,121074.04549455238
2021-05-20,121575.13126555107
2021-05-21,121216.79850624796
2021-05-24,122422.24322365518
2021-05-25,122753.71534754896
2021-05-26,122909.55002238417
2021-05-27,123087.63792445326
2021-05-28,122759.26773478651
2021-06-01,122638.07232310438
2021-06-02,122152.13463236952
2021-06-03,121431.62281443739
2021-06-04,122395.27782144942
2021-06-07,123479.08322769625
2021-06-08,122564.33713394625
2021-06-09,122211.51120621187
2021-06-10,123217.58153397066
2021-06-11,123329.61156326754
2021-06-14,124756.6697831772
2021-06-15,123799.32763535006
2021-06-16,123136.45303207857
2021-06-17,124886.3120790146
2021-06-18,124064.88683182222
2021-06-21,124687.4172299968
2021-06-22,125956.85350356044
2021-06-23,127207.30916914882
2021-06-24,128472.0750993246
2021-06-25,127814.51188979091
2021-06-28,130457.69845900478
2021-06-29,130079.7540849203
2021-06-30,129541.87604842128
2021-07-01,130056.66101843398
2021-07-02,131212.87097131164
2021-07-06,130706.35031854064
2021-07-07,130448.34708367736
2021-07-08,129728.0816951886
2021-07-09,130629.23182641418
2021-07-12,131885.39408837707
2021-07-13,131689.9038234845
2021-07-14,131300.14094506652
2021-07-15,130773.58760033996
2021-07-16,130650.59588616002
2021-07-19,129643.82556145299
2021-07-20,130414.3593138944
2021-07-21,130691.8007201444
2021-07-22,131360.90319817176
2021-07-23,133207.2386686107
2021-07-26,133637.4648038646
2021-07-27,132429.65993325913
2021-07-28,132726.81416909897
2021-07-29,131344.1527311107
2021-07-30,131401.6678407079
2021-08-02,131771.91631931515
2021-08-03,132139.70893153717
2021-08-04,132119.32164264
2021-08-05,133026.2526062132
2021-08-06,132400.3908661009
2021-08-09,132688.31669801642
2021-08-10,132296.26423829963
2021-08-11,132035.5840396302
2021-08-12,133406.04378694465
2021-08-13,133627.78607700008
2021-08-16,133286.05729434628
2021-08-17,131526.16101596493
2021-08-18,130819.72000986547
2021-08-19,130895.81991438476
2021-08-20,132012.81511640162
2021-08-23,132582.68417145562
2021-08-24,132629.0075734298
2021-08-25,132845.22842914268
2021-08-26,131702.21313983604
2021-08-27,133089.9268584726
2021-08-30,135311.39555443166
2021-08-31,135078.9870308721
2021-09-01,135381.9691704595
2021-09-02,134561.52124870656
2021-09-03,134874.30963981984
2021-09-07,136312.45584953664
2021-09-08,135525.1669930303
2021-09-09,135253.35283745168
2021-09-10,134062.3980129773
2021-09-13,134282.47016057122
2021-09-14,134310.88433959766
2021-09-15,134851.58429853106
2021-09-16,134905.58610669756
2021-09-17,133322.51611463213
2021-09-20,130924.79168579461
2021-09-21,131085.79117462516
2021-09-22,131447.12406799674
2021-09-23,131637.79064819694
2021-09-24,132309.5557314433
2021-09-27,132729.18964862608
2021-09-28,132056.18912219786
2021-09-29,132208.18916797423
2021-09-30,132013.85628223204
2021-10-01,132005.18929004454
2021-10-04,132215.52254199766
2021-10-05,132184.1870927789
2021-10-06,132256.18721484923
2021-10-07,132618.1897783258
2021-10-08,132214.49456592932
2021-10-11,132274.3891173727
2021-10-12,132681.35292758216
2021-10-13,133057.12705932974
2021-10-14,133642.19569511316
2021-10-15,134665.51055966679
2021-10-18,136199.08618985477
2021-10-19,136405.19828854862
2021-10-20,136000.79690078163
2021-10-21,137492.47456649208
2021-10-22,135645.14371016884
2021-10-25,139110.6192266258
2021-10-26,139228.02096131188
2021-10-27,141698.2720446859
2021-10-28,143561.08713868004
2021-10-29,145527.03047516686
2021-11-01,148025.03576996666
2021-11-02,147147.18920133042
2021-11-03,149255.94431302475
2021-11-04,150940.59873959946
2021-11-05,151225.80343625473
2021-11-08,149202.85879514145
2021-11-09,143891.54955289292
2021-11-10,143373.16194913315
2021-11-11,143807.90300427616
2021-11-12,143510.16740857303
2021-11-15,143143.04851678733
2021-11-16,143103.78078607444
2021-11-17,143057.2721877468
2021-11-18,143555.7585158718
2021-11-19,146068.01304010276
2021-11-22,145639.0053191555
2021-11-23,143481.44244173687
2021-11-24,143073.41612795513
2021-11-26,140860.7791803233
2021-11-29,142272.08889012638
2021-11-30,141202.40091466793
2021-12-01,140390.5802724767
2021-12-02,140495.63760737662
2021-12-03,140163.87948970083
2021-12-06,140424.72766359302
2021-12-07,141000.6492944524
2021-12-08,141372.36032329637
2021-12-09,140944.74096141892
2021-12-10,141730.79579744674
2021-12-13,141045.31334634262
2021-12-14,140224.9213880888
2021-12-15,141468.39234680706
2021-12-16,138728.81994671057
2021-12-17,137905.4840566607
2021-12-20,136938.04326076226
2021-12-21,137352.10391988428
2021-12-22,137278.82276338004
2021-12-23,138012.89951081754
2021-12-27,141023.12747712614
2021-12-28,140365.97430653268
2021-12-29,140013.75033802682
2021-12-30,139163.60995716744
2021-12-31,137436.87275387283
2022-01-03,142685.02116672904
2022-01-04,139927.8486174625
2022-01-05,135837.30861167272
2022-01-06,134703.96995933464
2022-01-07,133445.97130210808
2022-01-10,132547.30492027214
2022-01-11,132904.97093589714
2022-01-12,134298.97118003777
2022-01-13,131810.3054085534
2022-01-14,131420.97130210808
2022-01-18,131420.97130210808
2022-01-19,131420.97130210808
2022-01-20,131420.97130210808
2022-01-21,131420.97130210808
2022-01-24,131420.97130210808
2022-01-25,131420.97130210808
2022-01-26,131420.97130210808
2022-01-27,131420.97130210808
2022-01-28,131420.97130210808
2022-01-31,131875.0256471809
2022-02-01,131697.81081511092
2022-02-02,131414.40170578557
2022-02-03,120909.47159103947
2022-02-04,120538.24383034394
2022-02-07,119552.28397195584
2022-02-08,119920.8155095818
2022-02-09,120525.17551830981
2022-02-10,118890.86470059131
2022-02-11,117983.37420550657
2022-02-14,117780.72574744235
2022-02-15,118114.16641184902
2022-02-16,118514.79782759707
2022-02-17,115649.54352080385
2022-02-18,116064.99072483215
2022-02-22,116004.39178150483
2022-02-23,116004.39178150483
2022-02-24,116004.39178150483
2022-02-25,116004.39178150483
2022-02-28,116004.39178150483
2022-03-01,116004.39178150483
2022-03-02,116004.39178150483
2022-03-03,114008.96863353619
2022-03-04,114177.0752806533
2022-03-07,114177.0752806533
2022-03-08,114177.0752806533
2022-03-09,114177.0752806533
2022-03-10,113860.25377512263
2022-03-11,114054.86764986326
2022-03-14,114054.86764986326
2022-03-15,114054.86764986326
2022-03-16,114054.86764986326
2022-03-17,116460.32343272297
2022-03-18,119393.98966197102
2022-03-21,119454.65955984028
2022-03-22,123637.75415670307
2022-03-23,122907.6462770644
2022-03-24,125391.27750646503
2022-03-25,125462.25357305439
2022-03-28,129256.45704519184
2022-03-29,131179.66690313251
2022-03-30,130336.44771825703
2022-03-31,128037.47682821186
2022-04-01,128654.56514608295
2022-04-04,132969.10991918476
2022-04-05,129753.54557287128
2022-04-06,125330.4957414809
2022-04-07,125364.43030523972
2022-04-08,124027.93881582931
2022-04-11,121364.08841299728
2022-04-12,122687.70068001424
2022-04-13,122687.70068001424
2022-04-14,122687.70068001424
2022-04-18,122687.70068001424
2022-04-19,122687.70068001424
2022-04-20,122687.70068001424
2022-04-21,122687.70068001424
2022-04-22,122687.70068001424
2022-04-25,122687.70068001424
2022-04-26,122687.70068001424
2022-04-27,122687.70068001424
2022-04-28,122687.70068001424
2022-04-29,122687.70068001424
2022-05-02,122687.70068001424
2022-05-03,122845.09960136167
2022-05-04,123978.77117118589
2022-05-05,120976.47046119532
2022-05-06,120227.35485952641
2022-05-09,119835.85207012703
2022-05-10,119835.85207012703
2022-05-11,119835.85207012703
2022-05-12,119835.85207012703
2022-05-13,119835.85207012703
2022-05-16,119835.85207012703
2022-05-17,119885.66180216515
2022-05-18,118851.61334025109
2022-05-19,118748.00684042722
2022-05-20,118748.00684042722
2022-05-23,118748.00684042722
2022-05-24,118748.00684042722
2022-05-25,118748.00684042722
2022-05-26,118748.00684042722
2022-05-27,118810.41368975631
2022-05-31,118680.38111399233
2022-06-01,118584.99934716505
2022-06-02,119613.02650018019
2022-06-03,116763.80269224824
2022-06-06,118360.12676761864
2022-06-07,119577.58768541669
2022-06-08,119376.57040102337
2022-06-09,115739.57279665326
2022-06-10,113013.70566277573
2022-06-13,110816.45510746358
2022-06-14,110816.45510746358
2022-06-15,110816.45510746358
2022-06-16,110816.45510746358
2022-06-17,110816.45510746358
2022-06-21,110816.45510746358
2022-06-22,111110.57705561732
2022-06-23,111118.7285868368
2022-06-24,112838.64855448817
2022-06-27,112085.24697481337
2022-06-28,109187.34791933242
2022-06-29,109031.28836230433
2022-06-30,108993.79312241585
2022-07-01,108970.81598926868
2022-07-05,110077.96809843034
2022-07-06,110720.35803824603
2022-07-07,113272.10267466697
2022-07-08,113844.24794596824
2022-07-11,110459.3695012966
2022-07-12,109388.04361968496
2022-07-13,109122.26662178876
2022-07-14,109369.66710598538
2022-07-15,109723.53215725491
2022-07-18,109493.77048776853
2022-07-19,111320.14206217039
2022-07-20,112591.56457726087
2022-07-21,115811.40964416813
2022-07-22,113114.85393432927
2022-07-25,112429.38948297889
2022-07-26,111191.24809131479
2022-07-27,113451.26548633432
2022-07-28,114939.03095951158
2022-07-29,117437.90327795359
2022-08-01,117009.47396047923
2022-08-02,116976.30869634959
2022-08-03,119359.49913748118
2022-08-04,119846.18424517491
2022-08-05,117285.82915407994
2022-08-08,117233.11642748692
2022-08-09,116388.78420931676
2022-08-10,119939.96440779569
2022-08-11,118697.94241905345
2022-08-12,121530.42723655833
2022-08-15,122813.43924522532
2022-08-16,122254.11536216868
2022-08-17,121339.27123069896
2022-08-18,121153.15100669993
2022-08-19,118846.9156932844
2022-08-22,116373.47916869991
2022-08-23,116290.93230103314
2022-08-24,116273.87450074017
2022-08-25,116417.9235730058
2022-08-26,115921.34001587689
2022-08-29,115677.57770337039
2022-08-30,115677.57770337039
2022-08-31,115677.57770337039
2022-09-01,115677.57770337039
2022-09-02,115677.57770337039
2022-09-06,115677.57770337039
2022-09-07,115677.57770337039
2022-09-08,115677.57770337039
2022-09-09,115677.57770337039
2022-09-12,116203.98222084413
2022-09-13,113398.00230141054
2022-09-14,114465.92548213566
2022-09-15,114579.92694697941
2022-09-16,114542.9275783118
2022-09-19,115100.92766604984
2022-09-20,115050.92799983585
2022-09-21,114267.92567096317
2022-09-22,113046.92652545536
2022-09-23,112496.92652545536
2022-09-26,112496.92652545536
2022-09-27,112496.92652545536
2022-09-28,112527.92651973332
2022-09-29,112541.92650638187
2022-09-30,112546.92652545536
2022-10-03,112557.92649112309
2022-10-04,112579.92651782597
2022-10-05,112919.9956993573
2022-10-06,112681.13547367981
2022-10-07,111315.03659291199
2022-10-10,111185.62515298286
2022-10-11,111183.62510720649
2022-10-12,111186.62508050361
2022-10-13,111187.6251033918
2022-10-14,111132.62513200202
2022-10-17,111150.62511483589
2022-10-18,110432.43168808264
2022-10-19,110110.04332519812
2022-10-20,110046.44066892323
2022-10-21,110177.1016319817
2022-10-24,110897.4066160507
2022-10-25,111816.92899687956
2022-10-26,108390.08717142965
2022-10-27,104721.9197284496
2022-10-28,105871.2888728893
2022-10-31,105750.77123754384
2022-11-01,105503.9003383434
2022-11-02,103589.9074565685
2022-11-03,102939.99353368132
2022-11-04,103013.42149693816
2022-11-07,103027.90723759978
2022-11-08,103057.97763783782
2022-11-09,102975.45886952727
2022-11-10,103172.66498524992
2022-11-11,104017.24663064216
2022-11-14,103695.86902007004
2022-11-15,104535.98218306442
2022-11-16,104011.4637885942
2022-11-17,103924.9125991716
2022-11-18,103899.33905943771
2022-11-21,103232.95359953781
2022-11-22,104118.94822462936
2022-11-23,104733.52609022995
2022-11-25,104202.96712263962
2022-11-28,102815.04645689865
2022-11-29,102649.80254383708
2022-11-30,105692.24276753093
2022-12-01,105657.2975607129
2022-12-02,105893.89443113527
2022-12-05,103788.14811422548
2022-12-06,101653.44791128358
2022-12-07,101287.77154960629
2022-12-08,101632.01638132232
2022-12-09,101742.70818141702
2022-12-12,101876.84588674601
2022-12-13,102004.07913253279
2022-12-14,102122.21625373335
2022-12-15,100684.0102009532
2022-12-16,100548.51348922224
2022-12-19,100072.19133721253
2022-12-20,99950.65458822301
2022-12-21,100255.49065382092
2022-12-22,99992.49474317639
2022-12-23,100084.14437086193
2022-12-27,99968.5849836549
2022-12-28,99905.82617145251
2022-12-29,99905.82617145251
2022-12-30,100122.99586946203
2023-01-03,100561.32060701086
2023-01-04,100823.32164460851
2023-01-05,100780.48412019445
2023-01-06,101087.31395417883
2023-01-09,101032.5226944132
2023-01-10,101383.1818741007
2023-01-11,101403.30915109467
2023-01-12,101742.53418847173
2023-01-13,102244.29452903333
2023-01-17,102336.99696548047
2023-01-18,100720.61150558057
2023-01-19,100812.10867042418
2023-01-20,102686.29089469786
2023-01-23,104937.01235632712
2023-01-24,104797.32028822714
2023-01-25,104259.98994688803
2023-01-26,107646.97586874777
2023-01-27,110304.43655829245
2023-01-30,107476.2333569985
2023-01-31,109220.56915144736
2023-02-01,111388.67403845603
2023-02-02,118212.35424856955
2023-02-03,117434.72325186545
2023-02-06,117251.46986822897
2023-02-07,119924.13670401389
2023-02-08,118395.97021918112
2023-02-09,117574.72655157858
2023-02-10,116018.5110122171
2023-02-13,117467.04140009552
2023-02-14,119070.34149470001
2023-02-15,119409.81149973541
2023-02-16,116737.30402292877
2023-02-17,116778.3465415445
2023-02-21,114524.90396799713
2023-02-22,114950.85240428762
2023-02-23,115144.5004565032
2023-02-24,114444.22494127176
2023-02-27,115689.14133057545
2023-02-28,115468.66193757008
2023-03-01,115122.8994940276
2023-03-02,113997.45393738698
2023-03-03,114445.01272187184
2023-03-06,114106.57724959892
2023-03-07,113696.21298317733
2023-03-08,113980.44033256345
2023-03-09,113171.15802995182
2023-03-10,112684.05936892563
2023-03-13,112754.31694015922
2023-03-14,114300.65480312824
2023-03-15,115565.69945150333
2023-03-16,118204.87295919376
2023-03-17,117667.10230642276
2023-03-20,117379.8290901752
2023-03-21,118596.3429146381
2023-03-22,117098.48086172061
2023-03-23,118575.801055965
2023-03-24,118910.1721459003
2023-03-27,117787.18954854923
2023-03-28,116948.95932012516
2023-03-29,118831.97895818668
2023-03-30,119689.98677068668
2023-03-31,122322.65536123233
2023-04-03,121289.10033040958
2023-04-04,121142.83806615787
2023-04-05,119538.27440076786
2023-04-06,120957.43281179386
2023-04-10,120243.89664464908
2023-04-11,119285.05646520572
2023-04-12,119110.62838369327
2023-04-13,120864.56942388264
2023-04-14,120824.85939521228
2023-04-17,120522.74853248034
2023-04-18,120383.42174383425
2023-04-19,120200.17742534386
2023-04-20,119494.1635551046
2023-04-21,119246.27959476059
2023-04-24,118960.94405398911
2023-04-25,118171.56667347791
2023-04-26,118195.93660215772
2023-04-27,119068.06435243455
2023-04-28,119649.79479840309
2023-05-01,119823.67384961159
2023-05-02,119070.11836102516
2023-05-03,118625.76550431554
2023-05-04,118187.19109483068
2023-05-05,119511.23494096105
2023-05-08,119403.32840867345
2023-05-09,118957.92945028488
2023-05-10,120453.77305151169
2023-05-11,120949.65775610153
2023-05-12,119777.84884573166
2023-05-15,120084.20317770187
2023-05-16,120654.51119543258
2023-05-17,122418.56539846603
2023-05-18,124337.95073629562
2023-05-19,124464.27682043258
2023-05-22,126054.51949239914
2023-05-23,124515.53929449264
2023-05-24,124142.8575813884
2023-05-25,127026.06661916916
2023-05-26,130042.14575887863
2023-05-30,131052.3392975444
2023-05-31,130911.2317383403
2023-06-01,133027.26357580366
2023-06-02,134075.12934805098
2023-06-05,134430.95458151045
2023-06-06,134612.29947210493
2023-06-07,132345.60216070357
2023-06-08,134056.87153936567
2023-06-09,135235.35233664836
2023-06-12,137299.923145059
2023-06-13,138475.30824436503
2023-06-14,139033.30003513652
2023-06-15,141229.87920536357
2023-06-16,140735.44198765117
2023-06-20,142053.1118121672
2023-06-21,139547.84161715987
2023-06-22,141257.67857699873
2023-06-23,140264.265796237
2023-06-26,136756.4330783415
2023-06-27,139249.6918477937
2023-06-28,139836.86739476115
2023-06-29,139493.5973790446
2023-06-30,141538.09991373768
2023-07-03,142854.81167074706
2023-07-05,143864.79578253295
2023-07-06,143310.6835388806
2023-07-07,142492.66720053222
2023-07-10,141690.0837921765
2023-07-11,142038.4811532002
2023-07-12,143686.44772882276
2023-07-13,145287.4573644638
2023-07-14,145424.59307062978
2023-07-17,147009.80882990712
2023-07-18,148853.50771296376
2023-07-19,148566.5648494994
2023-07-20,142810.00490534658
2023-07-21,142015.84746548673
2023-07-24,142399.04074724787
2023-07-25,143284.69593485497
2023-07-26,142718.6234708657
2023-07-27,141560.87737470516
2023-07-28,143695.23044019588
2023-07-31,143181.1767139996
2023-08-01,143378.5825291241
2023-08-02,141591.85386091121
2023-08-03,141320.22498452663
2023-08-04,141001.24266946316
2023-08-07,141899.81196725368
2023-08-08,141404.33753335476
2023-08-09,140467.76965463161
2023-08-10,140745.71207181597
2023-08-11,140741.72495023394
2023-08-14,140907.13022367144
2023-08-15,140751.68893949175
2023-08-16,140636.10361234332
2023-08-17,140770.6220449605
2023-08-18,140536.46219388628
2023-08-21,140510.55566975416
2023-08-22,140263.9676815695
2023-08-23,140408.70225493377
2023-08-24,138710.94306961674
2023-08-25,138716.87599655584
2023-08-28,138769.6417240278
2023-08-29,140417.46127273887
2023-08-30,141266.9214930758
2023-08-31,141293.88358261436
2023-09-01,140112.33145859092
2023-09-05,141762.5092234835
2023-09-06,140043.41762884593
2023-09-07,139117.62188299632
2023-09-08,139275.13310901416
2023-09-11,143286.6510428355
2023-09-12,141292.54064931133
2023-09-13,142580.83315266826
2023-09-14,144150.75235738017
2023-09-15,141892.0197523997
2023-09-18,141168.25676335552
2023-09-19,141211.64529495727
2023-09-20,139870.217110448
2023-09-21,138569.50045298104
2023-09-22,139095.14457993646
2023-09-25,139095.14457993646
2023-09-26,139224.6486608161
2023-09-27,139373.08332564475
2023-09-28,139373.08332564475
2023-09-29,138647.81041411636
2023-10-02,138887.85127482275
2023-10-03,138167.64640944597
2023-10-04,138061.85213937794
2023-10-05,138157.61693763564
2023-10-06,140092.25980487524
2023-10-09,141076.11120276057
2023-10-10,141658.43809179866
2023-10-11,143091.40794806086
2023-10-12,142155.976658388
