Date,Value
2023-10-13,139537.1208005389
2023-10-16,140799.83861975276
2023-10-17,140752.75953344905
2023-10-18,138358.57944693626
2023-10-19,136309.1667195803
2023-10-20,135101.969412414
2023-10-23,135543.20345374278
2023-10-24,135462.63542719168
2023-10-25,134772.84833144138
2023-10-26,133291.22098150066
2023-10-27,133481.03421392254
2023-10-30,134222.47098150066
2023-10-31,134301.5542334538
2023-11-01,135088.4682959538
2023-11-02,135310.9078711491
2023-11-03,136178.49684615043
2023-11-06,136824.99975500908
2023-11-07,137824.79795752373
2023-11-08,138321.47821722832
2023-11-09,137951.58871216036
2023-11-10,140341.18946304842
2023-11-13,139988.78532897384
2023-11-14,141858.32211028488
2023-11-15,142133.09837829025
2023-11-16,142440.75600158126
2023-11-17,141846.83338653
2023-11-20,143688.46489440353
2023-11-21,143306.46683226974
2023-11-22,143602.5935794011
2023-11-24,142904.71588622482
2023-11-27,142732.70031463058
2023-11-28,144767.56683837326
2023-11-29,143173.0676318303
2023-11-30,141964.523091425
2023-12-01,141303.26247883606
2023-12-04,140079.38800526428
2023-12-05,140508.5435962914
2023-12-06,139994.65614751406
2023-12-07,140459.0317106382
2023-12-08,140819.8197698375
2023-12-11,139833.93823111104
2023-12-12,139458.22036807542
2023-12-13,139416.52784691972
2023-12-14,140149.03007469338
2023-12-15,140568.67309532326
2023-12-18,141344.64508018654
2023-12-19,142497.51378614455
2023-12-20,141178.3693464473
2023-12-21,142679.7380598262
2023-12-22,142382.3217542842
2023-12-26,142954.93469094954
2023-12-27,143554.6482071849
2023-12-28,142891.87469339094
2023-12-29,142027.94189309797
2024-01-02,140473.84986734114
2024-01-03,139131.1273949261
2024-01-04,139263.74388139852
2024-01-05,139680.13945024618
2024-01-08,140683.3891416075
2024-01-09,141273.07860407967
2024-01-10,143508.06967768806
2024-01-11,143646.86438594002
2024-01-12,144553.020925857
2024-01-16,144182.19954524178
2024-01-17,144042.1478942408
2024-01-18,145565.67770991463
2024-01-19,147527.30953084174
2024-01-22,147368.97289143744
2024-01-23,148162.2016130561
2024-01-24,149262.3288332099
2024-01-25,150075.72776662055
2024-01-26,149860.65170155707
2024-01-29,151298.98177968207
2024-01-30,150547.14443074408
2024-01-31,146795.81329213324
2024-02-01,148181.73528887154
2024-02-02,157222.42094255806
2024-02-05,155351.7052290571
2024-02-06,155272.7676985395
2024-02-07,157840.33564922147
2024-02-08,157823.9915787869
2024-02-09,158792.6953897495
2024-02-12,158277.40627384375
2024-02-13,156166.00586033057
2024-02-14,158260.82402936032
2024-02-15,158938.78404370358
2024-02-16,157311.25280133297
2024-02-20,156034.46227535955
2024-02-21,155550.40503964177
2024-02-22,158459.51738037722
2024-02-23,156917.88894498796
2024-02-26,157241.1246475026
2024-02-27,157906.2366013204
2024-02-28,157720.29986425984
2024-02-29,158524.4826798116
2024-03-01,160535.54178935208
2024-03-04,158824.82630473294
2024-03-05,156353.39705210843
2024-03-06,157438.07861355675
2024-03-07,159385.46039608849
2024-03-08,158034.52121517682
2024-03-11,155316.16488537416
2024-03-12,156829.26850696251
2024-03-13,156477.01475281647
2024-03-14,156960.31301516775
2024-03-15,155031.18494052175
2024-03-18,156589.88353261686
2024-03-19,157839.04421976005
2024-03-20,159709.9562732656
2024-03-21,159549.24746436666
2024-03-22,160265.287939209
2024-03-25,159037.0439206543
2024-03-26,158016.68335546876
2024-03-27,158078.7866947905
2024-03-28,157823.93426253245
2024-04-01,158638.3358441164
2024-04-02,158361.85574157734
2024-04-03,158734.50543578397
2024-04-04,158454.88965209256
2024-04-05,160503.04636113186
2024-04-08,159857.9261371265
2024-04-09,160387.57549015383
2024-04-10,159820.2308246265
2024-04-11,161211.64928165774
2024-04-12,159052.55372514593
2024-04-15,157696.21556754646
2024-04-16,157122.47168090203
2024-04-17,157233.0477450429
2024-04-18,157290.8404086171
2024-04-19,157117.46241789445
2024-04-22,157339.6639559804
2024-04-23,157535.9575961171
2024-04-24,157653.537246996
2024-04-25,157339.6639559804
2024-04-26,158794.3005514247
2024-04-29,161222.65504864758
2024-04-30,159300.7662716471
2024-05-01,158621.8968334757
2024-05-02,159367.1177731412
2024-05-03,159390.44046600934
2024-05-06,160187.94508179303
2024-05-07,158807.95859124098
2024-05-08,158474.34729363356
2024-05-09,158433.53155877028
2024-05-10,158092.90549910438
2024-05-13,157951.71744978798
2024-05-14,159495.4277769364
2024-05-15,161578.42185652626
2024-05-16,160766.22016585243
2024-05-17,160819.4023863114
2024-05-20,161235.51871931923
2024-05-21,162647.2916380204
2024-05-22,162118.01536238563
2024-05-23,161122.68836653602
2024-05-24,163489.88654768837
2024-05-28,164622.745586995
2024-05-29,163758.4374204911
2024-05-30,160872.48160994423
2024-05-31,160894.67788556727
2024-06-03,161393.65249494227
2024-06-04,161390.2147705935
2024-06-05,164045.20625447325
2024-06-06,163894.11005424953
2024-06-07,163824.77278160548
2024-06-10,164601.0224764297
2024-06-11,167116.82905601955
2024-06-12,169234.22121452785
2024-06-13,168447.46050285792
2024-06-14,168400.93912529445
2024-06-17,170679.66112541652
2024-06-18,169577.38413261867
2024-06-20,168465.9262285538
2024-06-21,167690.14321386768
2024-06-24,167153.42522680713
2024-06-25,170042.9414630754
2024-06-26,171693.44464735212
2024-06-27,172614.30303053083
2024-06-28,169818.42519239607
2024-07-01,172800.37274821155
2024-07-02,176232.34944804065
2024-07-03,178146.78845866077
2024-07-05,183240.88759835527
2024-07-08,182478.35174020097
2024-07-09,183187.77823861406
2024-07-10,185522.03746255205
2024-07-11,178052.8249305086
2024-07-12,177651.03571298282
2024-07-15,178482.2391229777
2024-07-16,178465.6399514674
2024-07-17,176234.40938235907
2024-07-18,175972.75858438457
2024-07-19,174976.71499765362
2024-07-22,176160.83307779278
2024-07-23,175787.48350656475
2024-07-24,171882.6487592503
2024-07-25,171946.51864004997
2024-07-26,171946.51864004997
2024-07-29,171946.51864004997
2024-07-30,171946.51864004997
2024-07-31,171946.51864004997
2024-08-01,171946.51864004997
2024-08-02,171860.67131793217
2024-08-05,170621.85601031498
2024-08-06,170948.27642299948
2024-08-07,169529.7757668073
2024-08-08,171597.13111348698
2024-08-09,172482.7012581403
2024-08-12,172238.0178017194
2024-08-13,173595.80493398258
2024-08-14,173548.87965118454
2024-08-15,175403.27933227585
2024-08-16,174592.55433089728
2024-08-19,176215.95673568244
2024-08-20,175915.95174449036
2024-08-21,176912.06304209778
2024-08-22,173535.07424967835
2024-08-23,174531.41074139887
2024-08-26,172589.4659684491
2024-08-27,172135.84524853944
2024-08-28,170974.3885682416
2024-08-29,171297.41570184455
2024-08-30,171906.4131582282
2024-09-03,167395.35808928593
2024-09-04,166801.8608323132
2024-09-05,167955.68917129491
2024-09-06,166011.6889271543
2024-09-09,166558.6890492246
2024-09-10,167163.68782852148
2024-09-11,167368.68851516698
2024-09-12,167910.2141080409
2024-09-13,168813.02283701187
2024-09-16,169292.00538095718
2024-09-17,170237.22609752588
2024-09-18,169893.82628673487
2024-09-19,174351.15292957544
2024-09-20,173668.561670657
2024-09-23,174719.5840095242
2024-09-24,174648.1442664822
2024-09-25,175570.8535407742
2024-09-26,175360.87467419705
2024-09-27,175755.99148022733
2024-09-30,177353.31814038358
2024-10-01,175809.18094861112
2024-10-02,175021.70238418196
2024-10-03,175635.12706679915
2024-10-04,178424.6541969261
2024-10-07,175626.13010329817
2024-10-08,177873.71664161922
2024-10-09,177669.2583478323
2024-10-10,177187.9968516039
2024-10-11,177648.83745829336
2024-10-14,178529.78427847353
2024-10-15,177680.54416616884
2024-10-16,176872.7469249579
2024-10-17,177468.39125282242
2024-10-18,177992.71737724514
2024-10-21,178684.3528905508
2024-10-22,178846.2502538383
2024-10-23,175415.47986968583
2024-10-24,175946.17579350402
2024-10-25,177931.61242375307
2024-10-28,176991.06081750066
2024-10-29,177601.53979088934
2024-10-30,177290.538585445
2024-10-31,170881.00793276442
2024-11-01,171288.9328618605
2024-11-04,170478.15557914565
2024-11-05,171411.0748906691
2024-11-06,176285.27117193217
2024-11-07,178293.14513040328
2024-11-08,180100.76452724033
2024-11-11,182069.84068385654
2024-11-12,180506.43761090952
2024-11-13,180154.74043272878
2024-11-14,177716.64724730398
2024-11-15,176728.29675513206
2024-11-18,178109.03358932034
2024-11-19,179414.57623636138
2024-11-20,178626.76170086066
2024-11-21,177533.73000835578
2024-11-22,178579.84769185958
2024-11-25,177516.519217684
2024-11-26,178646.59794917022
2024-11-27,177063.07291634328
2024-11-29,178659.72667405134
2024-12-02,182291.74007376411
2024-12-03,184589.68242605904
2024-12-04,185799.38396414497
2024-12-05,187194.7254558442
2024-12-06,191172.36598929146
2024-12-09,190457.26818045357
2024-12-10,191828.22994192818
2024-12-11,196140.15697439888
2024-12-12,195557.03395804146
2024-12-13,196402.31365164497
2024-12-16,200210.12996634224
2024-12-17,201808.2882305024
2024-12-18,193076.30504568794
2024-12-19,194408.18675955513
2024-12-20,194552.75844534615
2024-12-23,195915.64540545817
2024-12-24,199725.32329242106
2024-12-26,198679.2287794816
2024-12-27,194791.6067091691
2024-12-30,192484.98058001872
2024-12-31,190196.17442767497
2025-01-02,188311.89937274333
2025-01-03,188978.95259539958
2025-01-06,189680.95149676676
2025-01-07,187173.9522902238
2025-01-08,186321.94728534098
2025-01-10,186193.9489332902
2025-01-13,184666.95308368083
2025-01-14,183258.95137469645
2025-01-15,184854.95357196208
2025-01-16,183726.45473163004
2025-01-17,184955.45711200114
2025-01-21,184672.79559704586
2025-01-22,186911.25232312008
2025-01-23,188322.1486243896
2025-01-24,188926.6766700439
2025-01-27,185630.58063122554
2025-01-28,189243.05240246578
2025-01-29,189430.44536084664
2025-01-30,188267.11299390328
2025-01-31,189148.4933340113
2025-02-03,189007.37242336676
2025-02-04,192120.45525831133
2025-02-05,190500.4540376082
2025-02-06,191973.4536103621
2025-02-07,191687.00222952056
2025-02-10,192774.0032671182
2025-02-11,192632.99984914946
2025-02-12,194069.00067312407
2025-02-13,195320.00012380767
2025-02-14,196919.00067312407
2025-02-18,195477.0000932901
2025-02-19,192984.00158865142
2025-02-20,191696.00338918853
2025-02-21,190782.00192434478
2025-02-24,189455.0030229776
